카페명,판정,registry매칭,지역,정보등급,유튜브_언급영상,유튜브_최고조회수,유튜브_요약,주소_Pass1,블로그_유효스니펫,블로그_블로거수,블로그_최신포스트,블로그_총량참고,지역검색_상호,지역검색_업종,지역검색_주소,플래그,스니펫예시
꼬스뗀뇨카페,보류,,기타,low,1,13,,,15,15,20251023,2998,,,,,오늘도 글 읽어주셔서 감사해요 다음 포스팅에서 만나요❤️ #제주도 #제주도여행 #제주종달리카페 #제주꼬스뗀뇨 #제주꼬스뗀뇨카페 #제주구좌읍카페 #제주카페 #종달리카페 #꼬스뗀뇨 #
지유다,보류,,서귀포시내,low,1,11479,,,14,14,20260508,346709,,,,,드럽게 힘들었지만 매우 자유로웠다 아무 계획도 없이 그냥 발가는대로..시간에 쫓기지도 않고 코레와..지유다! 이제 자전거 반납하고 아으 이거지 도미 오차즈케랑 잿방어회. 최고였다 
우도 카페(건물 내 A동 카페),보류,,우도,high,1,6435,바다 조망 카페로 소개됨.,제주특별자치도 제주시 우도면 우도해안길,13,13,20260516,18571,,,,,"주변에는 대형 주차 공간도 넉넉하게 마련되어 있고, 도로에서 카페를 찾는 건 비교적 쉬워요! 건물... 1층 2층 모두 자리 간격도 넓고 풍경도 좋았습니다 제주 대형 우도카페를 찾"
드루쿰다 제주 애월점,보류,,애월,high,1,14896,"감귤 콘셉트 인테리어, 본관·별관으로 나뉘며 별관과 정원은 강아지와 자유롭게 드나들 수 있음. 침대와 리클라이너가 있어 휴식하기 좋고, 지하 매",제주 제주시 애월읍 수산서3길 28,14,13,20260525,59,,,,,드루쿰다 제주 애월점 애월 카페 추천 이용시간. 09:00~18:00 라스트 오더 17:30 드르쿰다 제주 애월점은 애월의 한적한 곳에 위치해 있어서 자동차를 타고 가도 편리하게 
나그네의 주머니,보류,,남원,high,2,48839,오래된 서재처럼 아늑하고 따뜻한 공간에서 커피를 즐길 수 있음.,전북특별자치도 남원시 동헌길 9-1(용남시장 후문 주차장 바로 맞은편),13,13,20260610,797,,,,,"나그네의 주머니 나그네가 잠시 머물렀다 갈 수 있는 공간같아요 ! 좌측 책장엔 책도 가득 있는데... 6,000 제주 말차가루 100%+자연드림유기농 황설탕 쌉싸름한 말차 향 은은"
산시산 카페,보류,,남원,low,1,57545,,,14,13,20260707,106,,,,,워크룸 산시산 안녕하세요 숙진로그입니다:) 제가 남원에 너무 귀여운 카페를 발견했는데 음료도 디저트도 너무 맛있고 아기자기한 소품도 매력적인 워크룸 산시산 카페 리뷰해 볼게요! ☎
코코메아,보류,O,한림,mid,1,12766,뉴질랜드 파이가 있는 빈티지 무드의 벚꽃 카페입니다.,,12,12,20250714,591,,,,,따뜻하게 나와서 본연의 매력을 제대로 맛볼수있다 사과잼 쫀득하고 페스츄리도 겹겹이 느껴지는 맛있는 애플파이  구옥만의 고즈넉한 분위기에 뉴질랜드 미트파이 맛집 코코메아 &lt;제주
아베베비킬라&카멜커피,보류,,기타,low,1,56780,,,11,10,20260707,716,,,,,"운영정보 영업시간: 매일 10:00~18:00 전용주차장 보유(행원 주차장) 아베베 비킬라 제주 동쪽 코난비치... (행원주차장) 카멜커피 제주점 아베베 오른편에 위치한 카멜커피,"
커피게임,보류,,김녕,low,1,230,,,10,10,20250703,91427,,,,,제주신상카페 #제주동쪽오션뷰카페 #구좌오션뷰카페 #김녕오션뷰카페 #제주대형카페 #제주카페투어 #제주카페추천 #제주커피게임 #커피게임 #김녕커피게임 #김녕카페추천 #김녕동쪽카페 #내
신촌구옥,보류,,조천,low,1,189,,,10,10,20241225,645,,,,,카페 신촌구옥 제주공항과 멀지 않은 위치였기에 제주도 마지막 여행 일정으로 택한 곳이기도 했다 :) 들어가기 전 앞 마당엔 너른 나무가 쉼터처럼 그늘을 만들어줘서 그곳에서 커피 한
미안커피,보류,,남원,low,1,48839,,,10,10,20251208,93048,,,,,"오늘은 전북 남원 카페 #미안커피 미술관 안 크로플 맛집 #내돈내산 리뷰를 써보려고 합니다!... 오미자, 제주 청귤, 레드 자몽, 상콤 레몬, 복숭아) 어린이용 완제품 유기농 아"
N.poliwood,보류,,함덕,low,1,12346,,,11,9,20260306,39,,,,,#제주맛집 #제주화덕피자 #조천맛집 #함덕맛집 #함덕화덕피자 #조천화덕피자 #함덕파스타 #조천파스타 #제주파스타 #제주함덕맛집 #N.POLIWOOD #엔폴리우드함덕본점 #함덕해수욕
Lilot,보류,,김녕,mid,1,6236,샌드위치로 블루리본 6개를 받은 샌드위치(인생 샌디치),,9,9,20251010,94,,,,,"릴로 lilot 제주시 구좌읍 하도13길 63 아침의 시작 브런치를 찾아서 평점과 리뷰를 열심히 검색해보고 , 찾은 카페 릴로. 꼭 와보고 싶었던 곳이다. 아담하면서 소박하면서도 "
월향재,보류,,남원,low,1,2665,,,9,9,20260625,24,,,,,찾아간 #월향재 사람도 너무 많고 정신이없어서 후딱 먹고만나왔다 생망고는 꼭 먹어줘야한다 특히... 제주 가요 비가 내렸는데 구름 위는 예쁘게 노을이 지고있었다 #슬로우보트 혼카페
카페라룬블루,보류,,남원,low,1,316,,,9,9,20260618,18,,,,,제주남원예쁜카페 #제주예쁜카페 #제주데이트카페 #서귀포데이트카페 #제주카페라룬블루 #카페라룬블루평일방문후기 #Lalunebleue #라룬블루주차 #카페라룬블루애플망고빙수S #여름 
컴포터블 Comfortable,보류,,성산,low,1,102088,,,7,7,20250516,66,,,,,제주소품샵 컴포터블 comfortable 위치정보 제주시 동광로9길 8 매일 12:00 - 19:00 매주 화요일 정기 휴무  0507-1439-9661 제주 소품샵 컴포터블 co
김녕카페123,보류,O,김녕,low,1,5379,,,8,7,20260214,177,,,,,익숙함이 가득한 까페 김녕에 위치한 동네카페 동네 사람 된거 같아서 왠지 제주 사는 사람 느낌 가득해서 좋은 김녕카페 123 어짜피 터는 사진첩 게으르고 느려터진 블로거니까 ㅋㅋㅋ
아베베-카멜커피,보류,,성산,low,1,129085,,,6,6,20260528,2090,,,,,제주 동쪽 오면 아베베 + 카멜커피 이 루트 추천합니다. #제주동쪽카페 #코난해변카페 #카멜커피제주 #아베베비킬라 #제주빵지순례 #제주동쪽여행 #제주도카페추천 #제주핫플
어린왕자감귤밭 (The Little Prince Tangerines),보류,,대정,high,1,79313,"주차 가능, 반려동물 동반 불가.",제주 서귀포시 대정읍 추사로36번길 45-1,12,6,20260707,268,,,,,서귀포 #제주서귀포게하 #게하추천 #어린왕자감귤밭 #어린왕자게스트하우스추천 #서귀포게하... @little.prince_jeju  이용 안내 체크인 : 오후 6시 이후 체크아웃 :
나나이로 Nanairo,보류,,세화,low,1,102088,,,5,5,20250912,78,,,,,나나이로 nanairo 제주 제주시 구좌읍 구좌로 75-1 영업시간: 매일 11:00~18:00 (휴무일은 인스타공지) 전화번호: 010-****-**** 인스타그램: http:/
미티뽀 티하우스,보류,,제주시내,low,1,6133,,,5,5,20260629,152,,,,,미티뽀티하우스 mitipo teahaus는 제주 서귀포에 위치해 있어욤 현재는 제주시로 이전 준비중이라고 합니당 ! 방문하실 분들은 미리 인스타 확인 후 방문하세욤 11:00 ~ 
남원 아담원 수목원카페,보류,,남원,low,1,23237,,,6,5,20260417,4143,,,,,"견적 문의 및 상담 업체명: [도레미시스템] 작업 가능 지역: [전남/전북 전 지역, 남원, 광주 등] #남원유리창청소 #아담원 #수목원카페청소 #전북유리창청소 #카페유리창청소 #"
남원 산들다헌 카페,보류,,남원,low,1,23237,,,5,5,20251231,1294,,,,,오늘 소개해 드릴 곳은 남원 광한루 근처에 위치한 9년 연속 블루리본 서베이에 선정된 카페 산들다헌입니다.  클립으로 미리보기 Clip!  남원 산들다헌 카페 전북 남원시 향단로 
빈타이 카페,보류,,기타,high,1,3435,"광한루원을 내려다볼 수 있는 뷰와 현대적인 인테리어를 갖춘 카페로, 테라스에서 광한루원을 감상할 수 있다.",전북 남원시 광한서로 39,5,5,20260203,403,,,,,"또는 빈타이 카페 옆 공영주차장 이용 - 전주 신시가지 농어촌공사와 북전주 농협 맞은편, 남노갈비... 제주에서 올라온 신선함을 그대로 담아낸 느낌 제주 100% 착츱 쥬스 천혜향"
Camel Coffee Jeju,보류,,제주시내,low,1,175231,,,4,4,20251008,25,,,,,없어서 제주도 여행 간 김에 후다닥 다녀왔답니다. 카멜커피 13호점은 멋진 오션뷰와 함께 맛있는 커피까지 즐길 수 있어서 더 좋았거든요 *_* 제도 동쪽 가볼만한 곳 찾으셨다면 바
대한목장 (Daehan Ranch Holy Lan),보류,,남원,high,1,79313,"주차 가능, 반려동물 동반 가능.",제주 서귀포시 남원읍 하례로620번길 19,4,4,20251014,7,,,,,제주에 추천하고 싶은 서귀포에 있는 대한 목장을 소개해드릴게요 :) (Hello! Let me introduce you to the Daehan Ranch in Seogwipo t
무슈부부커피스탠드 관덕점,보류,,제주시내,mid,1,3406,"모든 에스프레소 메뉴에 위스키를 추가할 수 있고, 관덕정 바로 앞에 있어 주변 가게와 소품샵 구경하기 좋음.",,4,4,20250613,1580,,,,,#무슈부부커피스탠드 #제주카페추천 재주목관아 앞 무슈부부커피스탠드 관덕점 숙소가 카페 근처라... 제주목관아 앞에있는 관덕정을 보면서 커피 한 잔 딱~ ☕️ 직접 주문 받으러 자리
앤트러사이트,보류,,한림,high,1,1455,플랜테리어가 돋보이는 실내 인테리어와 사진찍기 좋은 인스타 감성 카페. 영업시간 09:00~18:00이 명시되어 있음.,제주 제주시 한림읍 한림로 564,4,4,20240623,13692,,,,,추억의 앤트러사이트. 몇년 사이 구조가 바뀌었다 커피맛도 조금 변화가… 친구 예쁘게 찍어주기 5월의 제주 앤트러사이트 친구가 책방 좋아한데서 가보고싶었던 소리소문으로 한경면 소리소
앤트러사이트 한림,보류,,한림,high,1,717,"현무암 외관과 넓은 공간, 제주 감성 가득한 인테리어와 가족 친화적인 여유로운 분위기. 시그니처 블렌드, 레몬바, 제주 드립커피, 바닐라라떼 등",제주특별자치도 제주시 한림읍 한림로 564,4,4,20240823,5332,,,,,카페보다는 맥줏집을 좋아하는 양봉엄마도 제주 한림은 앤트러사이트 카페가 너무 만족스럽다고 했다. 양봉이도 친구가 있어서 자기를 이뻐해 주는 사람들이 많아서 좋아했다. 카페 너무 좋
깊커피,보류,,월정리,low,1,2303,"바다뷰와 디저트, 포토존을 갖춘 월정리의 카페임이 제목과 키워드에서 언급됨.",,4,4,20240112,436,,,,,비주얼 끝내주는 디저트인 한라산 케이크와 현무암 다쿠아즈가 있는 구좌읍카페 깊커피 오션뷰가 너무 아름다운 카페 소개합니다. 제주 깊커피 도로명 : 제주시 구좌읍 해맞이 해안로 40
카페아오오에,보류,,성산,low,1,645,,,4,4,20250921,780,,,,,정도로 제주 카페치고 그리 비싼 편은 아니었어요 카페 아오오에서는 제주 감성을 담은 시그니처 음료 세 가지가 유명한데 그래서인지 대부분 테이블마다 시그니처 음료는 하나씩 주문하더라
우도넛 카페,보류,,우도,low,1,603,,,4,4,20240726,781,,,,,한개만 구입하기 #제주우도여행 #우도여행 #훈데르트윈즈 #훈데르트바서 #벌떼클럽 #훈데르트윈즈 #훈데르트윈즈우도넛 #우도카페 #우도대형카페 #우도가볼만한곳 #우도도보여행 #우도훈데
모정엔틱카페,보류,,남원,low,1,491,,,13,4,20260603,159,,,,,내돈내산 솔직 후기였습니다~ 네이버 지도를 첨부할게요 클릭하시면 전북 남원 분위기 좋은 모정엔틱카페 정보를 보실수 있어요 이상 맛있는 음식 그리고 사람들과 나누는걸 좋아하는 키즈아
핀스 (PINS),보류,O,대정,mid,1,296,탁 트인 오션뷰와 돌고래 관찰이 가능한 대정의 카페.,,4,4,20251103,19,,,,,"제주 핀스카페 돌고래가 나타난다는 바다 앞 힐링 카페 제주 여행 중 들른 감성 충만한 오션뷰 카페, 핀스(Pins). 카페 이름도 귀엽지만, 이곳은 뷰, 분위기, 맥주까지 완벽한 "
카페더씨,보류,,성산,mid,1,2612,잠수함에 들어가 물고기를 볼 수 있고 맛있는 커피와 경치를 제공한다.,,3,3,20240223,137528,,,,,"제주도민들이 추천하는 필수 방문 해변이랍니다. 저도 작년, 올해 두 번이나 다녀왔는데 갈 때마다 너무 좋아서 기억에 남는 곳이에요! 카페더씨 개인적으로 코스 내에 기회가 된다면 카"
트라인카페,보류,,조천,low,1,2119,,,3,3,20260103,1243,,,,,휴무 체킹을 하지 않고 와서 낭패를 봤다 당연히 일요일에 영업을 할 거라는 생각은 제주도에서 하지 말아야 할 생각이다 하지만 바로 옆에 있는 트라인카페도 한번 와야 하는 카페였어서
남원 아티나 카페,보류,,남원,low,1,23237,,,3,3,20250825,55,,,,,"전북 남원 아티나 카페 탐방. 대형 Atina 카페 특별한 힐링 시간 이번에 다녀온 곳은 전북 남원에 위치한... 커피 외에도 제주녹차라떼, 리얼딸기라떼 같은 다양한 논커피 음료들"
요미랑,보류,,위미,low,1,174,,,45,3,20260704,474,,,,,제주의 신비 거꾸로 배경으로라도 찍고 싶었는데 뭔가 느낌이 다르네요. 바다로 이어지는 길 느낌은 안나지만 아주 비현실적으로 예쁜 날씨 반대는 이런 날씨 보니 여기 톳이 엄청 많아요
감다살 LP카페,보류,,제주시내,low,1,74968,LP(레코드)를 즐길 수 있는 카페.,,2,2,20250621,453,,,,실존의심,"[성수역 카페] 하우스 오브 바이닐 홍콩st 감다살 LP카페 얼마 전에 친구랑 성수에 만나서 놀고... 어찌보면 다방같기도 한데, 모던한 오브제를 잘 사용해서 촌스러운 느낌이 안 "
카페 표션하다,보류,,표선,low,1,3095,,,2,2,20250801,4,,,,실존의심,#제주카페 #표선카페 #표선하다 제주느낌 넘치는 카페 표선하다 매장안에 들어오자마자 메뉴는 뒷전이고 홀린듯이 야외로 나왔다. 그래 #제주바다 이거지 마음까지 뻥 뚫리는 겨을 제주바
하하호호 우도본점,보류,,우도,high,1,532,제주 본섬이 보이는 바다뷰가 있으며 땅콩·마늘 젤라또 아이스크림과 흑돼지 버거(직접 구운 빵)를 판매한다. 영업시간은 연중무휴 10:30–17:,제주도 제주시 우도면 우도해안길 532번지,2,2,20241122,1703,,,,실존의심,안녕하세요 ~~~ 잇팅게일입니다 ㅎㅎ 제주도 우도에 가면 바이크 빌려서 한 바퀴 돌잖아요~ 바다 해안선을 쭉 따라가다 보면 나오는 수제 햄버거 맛집 하하호호입니다!! 특이하게 흑돼
히비안도코하루,보류,,서귀포시내,low,1,29350,,,2,2,20251115,22,,,,실존의심,히비안도코하루 이승악 오름 굥이 언니랑 명대사 탑동 ~ 시청 유통기한 지나서 맛보라고 주신 오맑술... 선생님이 주신 강아지풀 ~ 먹기만 하다 끝난 것 같은 여름 재밌었다 .. 이
애월더선셋 카페&리조트,보류,,애월,high,1,66069,"오션뷰와 루프탑 수영장이 있는 리조트형 카페로 브런치, 3단트레이, 파르페 등을 제공하며 주차는 매장 앞에 가능하다고 명시.",제주 제주시 애월읍 일주서로 6111,2,2,20260513,31951,,,,실존의심,찍어도 제주 감성 잘 나오는 편 ! 2.애월더선셋 애월더선셋은 카페랑 펜션으로 같이 운영하는... 근처 50미터 안쪽으로 전용 주차장 하나 더 있어서 조금 더 내려가도 됩니당 3.
난사리다방,보류,,성산,low,1,10695,,,2,2,20260213,6429,,,,실존의심,"성산맛집 브런치는 이곳에서 난산리다방 운영시간 9:30~16:00 주차가능, 반려견동반가능 https://naver.me/xl0wgYzG 주차하러 가게 앞까지 갔는데 난사리다방으로"
조천의 카페(계획안),보류,,조천,mid,1,79,바다 앞에 위치한 카페로 조망과 빛을 고려해 설계한 계획안입니다.,,2,2,20260617,56814,,,,실존의심,"제주 조천의 숨은 포인트 카페 시소 방문기 글 그림 : 홍차삼춘 모든 사진은 직접 찍었으며 직접 경험한... 동쪽 카페 시소, 주인장의 친절함은 덤으로 느낄 수 있는 조천의 카페였"
